,img_idx,age_label,age_cat,gender_label,ethnicity_label,gender,ethnicity,age,data_file
13839,data/utk_face/images/15_1_0_20170109204416506.jpg.chip.jpg,3,15-30,1,0,female,white,15,utk_face
9409,data/utk_face/images/26_0_4_20170117195406973.jpg.chip.jpg,3,15-30,0,4,male,other,26,utk_face
15461,data/utk_face/images/24_0_0_20170117170357643.jpg.chip.jpg,3,15-30,0,0,male,white,24,utk_face
17236,data/utk_face/images/26_0_3_20170104230403674.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
8555,data/utk_face/images/25_0_0_20170116205006744.jpg.chip.jpg,3,15-30,0,0,male,white,25,utk_face
21152,data/utk_face/images/52_1_3_20170109133955934.jpg.chip.jpg,5,41-65,1,3,female,indian,52,utk_face
11495,data/utk_face/images/35_0_1_20170113183124869.jpg.chip.jpg,4,31-40,0,1,male,black,35,utk_face
8998,data/utk_face/images/26_1_4_20170117201446708.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
2196,data/utk_face/images/1_1_2_20161219162225422.jpg.chip.jpg,0,0-2,1,2,female,asian,1,utk_face
19732,data/utk_face/images/9_0_0_20170110224835799.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
20824,data/utk_face/images/73_0_0_20170120230238642.jpg.chip.jpg,6,66-116,0,0,male,white,73,utk_face
21663,data/utk_face/images/23_1_3_20170119164504597.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
3876,data/utk_face/images/50_0_3_20170117154534254.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
23496,data/utk_face/images/26_1_0_20170119192656049.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
23123,data/utk_face/images/61_0_3_20170104210003146.jpg.chip.jpg,5,41-65,0,3,male,indian,61,utk_face
21648,data/utk_face/images/1_1_3_20161220145206031.jpg.chip.jpg,0,0-2,1,3,female,indian,1,utk_face
12689,data/utk_face/images/25_0_3_20170119171224184.jpg.chip.jpg,3,15-30,0,3,male,indian,25,utk_face
21923,data/utk_face/images/27_0_2_20170116163655761.jpg.chip.jpg,3,15-30,0,2,male,asian,27,utk_face
1150,data/utk_face/images/4_1_2_20161219141536392.jpg.chip.jpg,1,3-6,1,2,female,asian,4,utk_face
5499,data/utk_face/images/58_0_0_20170120224611152.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
14734,data/utk_face/images/60_1_0_20170110160643704.jpg.chip.jpg,5,41-65,1,0,female,white,60,utk_face
23357,data/utk_face/images/20_0_0_20170104020603909.jpg.chip.jpg,3,15-30,0,0,male,white,20,utk_face
13169,data/utk_face/images/35_0_0_20170117134937660.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
19889,data/utk_face/images/28_1_1_20170112234152465.jpg.chip.jpg,3,15-30,1,1,female,black,28,utk_face
778,data/utk_face/images/35_0_2_20170117135233576.jpg.chip.jpg,4,31-40,0,2,male,asian,35,utk_face
8379,data/utk_face/images/50_0_3_20170119153117800.jpg.chip.jpg,5,41-65,0,3,male,indian,50,utk_face
11311,data/utk_face/images/4_0_0_20170110213317110.jpg.chip.jpg,1,3-6,0,0,male,white,4,utk_face
9849,data/utk_face/images/72_1_0_20170104213629773.jpg.chip.jpg,6,66-116,1,0,female,white,72,utk_face
9238,data/utk_face/images/80_0_0_20170110183557670.jpg.chip.jpg,6,66-116,0,0,male,white,80,utk_face
16799,data/utk_face/images/26_1_2_20170116184821778.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
21669,data/utk_face/images/28_1_3_20170104231853785.jpg.chip.jpg,3,15-30,1,3,female,indian,28,utk_face
10598,data/utk_face/images/41_1_1_20170117171024861.jpg.chip.jpg,5,41-65,1,1,female,black,41,utk_face
11205,data/utk_face/images/70_0_1_20170117175512623.jpg.chip.jpg,6,66-116,0,1,male,black,70,utk_face
13723,data/utk_face/images/49_1_0_20170104184230952.jpg.chip.jpg,5,41-65,1,0,female,white,49,utk_face
3190,data/utk_face/images/23_0_3_20170119164352326.jpg.chip.jpg,3,15-30,0,3,male,indian,23,utk_face
23339,data/utk_face/images/39_1_0_20170117175641921.jpg.chip.jpg,4,31-40,1,0,female,white,39,utk_face
12303,data/utk_face/images/27_1_2_20170116163742635.jpg.chip.jpg,3,15-30,1,2,female,asian,27,utk_face
7897,data/utk_face/images/32_1_1_20170114024610489.jpg.chip.jpg,4,31-40,1,1,female,black,32,utk_face
11931,data/utk_face/images/82_0_0_20170111210604164.jpg.chip.jpg,6,66-116,0,0,male,white,82,utk_face
8930,data/utk_face/images/55_1_0_20170110160643422.jpg.chip.jpg,5,41-65,1,0,female,white,55,utk_face
11106,data/utk_face/images/38_1_0_20170117160605286.jpg.chip.jpg,4,31-40,1,0,female,white,38,utk_face
10304,data/utk_face/images/26_1_3_20170119193125362.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
22910,data/utk_face/images/30_1_3_20170117132645658.jpg.chip.jpg,3,15-30,1,3,female,indian,30,utk_face
23327,data/utk_face/images/8_1_4_20170109202358152.jpg.chip.jpg,2,7-14,1,4,female,other,8,utk_face
18658,data/utk_face/images/25_0_1_20170116025959945.jpg.chip.jpg,3,15-30,0,1,male,black,25,utk_face
12666,data/utk_face/images/63_0_0_20170109011137735.jpg.chip.jpg,5,41-65,0,0,male,white,63,utk_face
14200,data/utk_face/images/26_0_1_20170116192339054.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
967,data/utk_face/images/48_1_1_20170109220301068.jpg.chip.jpg,5,41-65,1,1,female,black,48,utk_face
16489,data/utk_face/images/55_0_0_20170117184812800.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
22848,data/utk_face/images/21_0_3_20170117141644440.jpg.chip.jpg,3,15-30,0,3,male,indian,21,utk_face
12060,data/utk_face/images/57_0_2_20170104202448266.jpg.chip.jpg,5,41-65,0,2,male,asian,57,utk_face
18591,data/utk_face/images/24_0_2_20170103223924087.jpg.chip.jpg,3,15-30,0,2,male,asian,24,utk_face
12858,data/utk_face/images/76_0_2_20170112205407108.jpg.chip.jpg,6,66-116,0,2,male,asian,76,utk_face
20549,data/utk_face/images/54_0_1_20170120222533712.jpg.chip.jpg,5,41-65,0,1,male,black,54,utk_face
3128,data/utk_face/images/34_1_0_20170103163031248.jpg.chip.jpg,4,31-40,1,0,female,white,34,utk_face
3456,data/utk_face/images/60_0_1_20170117182448367.jpg.chip.jpg,5,41-65,0,1,male,black,60,utk_face
2200,data/utk_face/images/31_1_0_20170116232936514.jpg.chip.jpg,4,31-40,1,0,female,white,31,utk_face
2987,data/utk_face/images/37_0_1_20170116194823302.jpg.chip.jpg,4,31-40,0,1,male,black,37,utk_face
3401,data/utk_face/images/37_0_3_20170119194851635.jpg.chip.jpg,4,31-40,0,3,male,indian,37,utk_face
14778,data/utk_face/images/1_1_0_20170109190846125.jpg.chip.jpg,0,0-2,1,0,female,white,1,utk_face
22459,data/utk_face/images/12_1_0_20170104013410523.jpg.chip.jpg,2,7-14,1,0,female,white,12,utk_face
18158,data/utk_face/images/28_1_2_20170116171538104.jpg.chip.jpg,3,15-30,1,2,female,asian,28,utk_face
22469,data/utk_face/images/43_0_0_20170117185856051.jpg.chip.jpg,5,41-65,0,0,male,white,43,utk_face
16864,data/utk_face/images/58_1_0_20170109015200826.jpg.chip.jpg,5,41-65,1,0,female,white,58,utk_face
21639,data/utk_face/images/30_0_2_20170116165153226.jpg.chip.jpg,3,15-30,0,2,male,asian,30,utk_face
5093,data/utk_face/images/26_1_4_20161221193701030.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
13939,data/utk_face/images/45_0_0_20170120221508470.jpg.chip.jpg,5,41-65,0,0,male,white,45,utk_face
8817,data/utk_face/images/56_1_2_20170109010140329.jpg.chip.jpg,5,41-65,1,2,female,asian,56,utk_face
21300,data/utk_face/images/47_0_0_20170120222544769.jpg.chip.jpg,5,41-65,0,0,male,white,47,utk_face
23322,data/utk_face/images/32_1_1_20170116001955132.jpg.chip.jpg,4,31-40,1,1,female,black,32,utk_face
18970,data/utk_face/images/23_1_0_20170117144812555.jpg.chip.jpg,3,15-30,1,0,female,white,23,utk_face
11686,data/utk_face/images/38_1_3_20170105002602973.jpg.chip.jpg,4,31-40,1,3,female,indian,38,utk_face
6618,data/utk_face/images/67_1_0_20170110154623389.jpg.chip.jpg,6,66-116,1,0,female,white,67,utk_face
6367,data/utk_face/images/28_1_2_20170116172552663.jpg.chip.jpg,3,15-30,1,2,female,asian,28,utk_face
11972,data/utk_face/images/37_1_1_20170112220140249.jpg.chip.jpg,4,31-40,1,1,female,black,37,utk_face
9797,data/utk_face/images/28_0_3_20170119211746169.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
11265,data/utk_face/images/17_1_0_20170109212920120.jpg.chip.jpg,3,15-30,1,0,female,white,17,utk_face
10258,data/utk_face/images/1_1_2_20161219211512447.jpg.chip.jpg,0,0-2,1,2,female,asian,1,utk_face
1096,data/utk_face/images/53_0_0_20170104212139332.jpg.chip.jpg,5,41-65,0,0,male,white,53,utk_face
13033,data/utk_face/images/17_1_1_20170113005047678.jpg.chip.jpg,3,15-30,1,1,female,black,17,utk_face
10973,data/utk_face/images/10_0_0_20170117135444407.jpg.chip.jpg,2,7-14,0,0,male,white,10,utk_face
9803,data/utk_face/images/29_1_3_20170104232621386.jpg.chip.jpg,3,15-30,1,3,female,indian,29,utk_face
12879,data/utk_face/images/10_1_1_20170116225209209.jpg.chip.jpg,2,7-14,1,1,female,black,10,utk_face
13514,data/utk_face/images/5_0_0_20170110213554657.jpg.chip.jpg,1,3-6,0,0,male,white,5,utk_face
15332,data/utk_face/images/54_0_0_20170113142429138.jpg.chip.jpg,5,41-65,0,0,male,white,54,utk_face
8491,data/utk_face/images/53_0_3_20170119205806352.jpg.chip.jpg,5,41-65,0,3,male,indian,53,utk_face
18928,data/utk_face/images/32_0_2_20170116183717004.jpg.chip.jpg,4,31-40,0,2,male,asian,32,utk_face
21092,data/utk_face/images/47_0_3_20170119205127722.jpg.chip.jpg,5,41-65,0,3,male,indian,47,utk_face
20017,data/utk_face/images/24_1_2_20170116164545482.jpg.chip.jpg,3,15-30,1,2,female,asian,24,utk_face
185,data/utk_face/images/25_1_3_20170119172104288.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
19791,data/utk_face/images/41_1_0_20170105172643292.jpg.chip.jpg,5,41-65,1,0,female,white,41,utk_face
20900,data/utk_face/images/27_0_0_20170116182634081.jpg.chip.jpg,3,15-30,0,0,male,white,27,utk_face
10314,data/utk_face/images/3_1_2_20161219140959953.jpg.chip.jpg,1,3-6,1,2,female,asian,3,utk_face
7478,data/utk_face/images/96_1_0_20170110161321170.jpg.chip.jpg,6,66-116,1,0,female,white,96,utk_face
23515,data/utk_face/images/26_1_4_20170103225129568.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
19026,data/utk_face/images/35_1_4_20170117203751799.jpg.chip.jpg,4,31-40,1,4,female,other,35,utk_face
4194,data/utk_face/images/24_0_0_20170119150204399.jpg.chip.jpg,3,15-30,0,0,male,white,24,utk_face
12988,data/utk_face/images/70_0_0_20170111201407590.jpg.chip.jpg,6,66-116,0,0,male,white,70,utk_face
2487,data/utk_face/images/40_1_0_20170117131101542.jpg.chip.jpg,4,31-40,1,0,female,white,40,utk_face
12603,data/utk_face/images/35_0_3_20170119191827257.jpg.chip.jpg,4,31-40,0,3,male,indian,35,utk_face
4253,data/utk_face/images/31_0_1_20170113182315918.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
2269,data/utk_face/images/28_0_0_20170114030950715.jpg.chip.jpg,3,15-30,0,0,male,white,28,utk_face
17992,data/utk_face/images/1_0_4_20161221202558993.jpg.chip.jpg,0,0-2,0,4,male,other,1,utk_face
22997,data/utk_face/images/35_0_0_20170117135252857.jpg.chip.jpg,4,31-40,0,0,male,white,35,utk_face
21115,data/utk_face/images/44_0_3_20170119181020595.jpg.chip.jpg,5,41-65,0,3,male,indian,44,utk_face
3173,data/utk_face/images/21_1_4_20170103224936983.jpg.chip.jpg,3,15-30,1,4,female,other,21,utk_face
13303,data/utk_face/images/12_0_0_20170110224804208.jpg.chip.jpg,2,7-14,0,0,male,white,12,utk_face
10670,data/utk_face/images/22_1_0_20170114033329650.jpg.chip.jpg,3,15-30,1,0,female,white,22,utk_face
16358,data/utk_face/images/38_1_3_20170117165055412.jpg.chip.jpg,4,31-40,1,3,female,indian,38,utk_face
3267,data/utk_face/images/2_1_2_20161219161912078.jpg.chip.jpg,0,0-2,1,2,female,asian,2,utk_face
14074,data/utk_face/images/35_0_3_20170109140717487.jpg.chip.jpg,4,31-40,0,3,male,indian,35,utk_face
20317,data/utk_face/images/54_0_3_20170119210112712.jpg.chip.jpg,5,41-65,0,3,male,indian,54,utk_face
7468,data/utk_face/images/6_1_3_20161220222420627.jpg.chip.jpg,1,3-6,1,3,female,indian,6,utk_face
10683,data/utk_face/images/21_0_4_20161223214805057.jpg.chip.jpg,3,15-30,0,4,male,other,21,utk_face
12307,data/utk_face/images/51_0_0_20170109011802151.jpg.chip.jpg,5,41-65,0,0,male,white,51,utk_face
13442,data/utk_face/images/23_1_3_20170119164532542.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
20206,data/utk_face/images/58_0_0_20170117193913647.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
21421,data/utk_face/images/1_0_0_20170110212624891.jpg.chip.jpg,0,0-2,0,0,male,white,1,utk_face
11385,data/utk_face/images/48_0_0_20170117131143074.jpg.chip.jpg,5,41-65,0,0,male,white,48,utk_face
22944,data/utk_face/images/58_0_0_20170117191924885.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
7835,data/utk_face/images/32_0_0_20170117133625422.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
10097,data/utk_face/images/14_1_0_20170109212753539.jpg.chip.jpg,2,7-14,1,0,female,white,14,utk_face
23628,data/utk_face/images/25_1_0_20170116201701430.jpg.chip.jpg,3,15-30,1,0,female,white,25,utk_face
4668,data/utk_face/images/70_1_0_20170120134300289.jpg.chip.jpg,6,66-116,1,0,female,white,70,utk_face
9678,data/utk_face/images/25_1_3_20170104222350215.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
18097,data/utk_face/images/26_0_3_20170119180941652.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
15466,data/utk_face/images/26_0_2_20170104022540590.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
6644,data/utk_face/images/26_0_1_20170117195832779.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
13409,data/utk_face/images/3_1_0_20170103213301485.jpg.chip.jpg,1,3-6,1,0,female,white,3,utk_face
3625,data/utk_face/images/53_1_0_20170110141146441.jpg.chip.jpg,5,41-65,1,0,female,white,53,utk_face
5197,data/utk_face/images/27_1_0_20170116220503099.jpg.chip.jpg,3,15-30,1,0,female,white,27,utk_face
21668,data/utk_face/images/32_0_0_20170120220856044.jpg.chip.jpg,4,31-40,0,0,male,white,32,utk_face
18154,data/utk_face/images/26_0_1_20170116184632849.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
23314,data/utk_face/images/67_0_0_20170104213345869.jpg.chip.jpg,6,66-116,0,0,male,white,67,utk_face
15509,data/utk_face/images/41_0_0_20170116202014245.jpg.chip.jpg,5,41-65,0,0,male,white,41,utk_face
6868,data/utk_face/images/26_0_2_20170104020643628.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
20616,data/utk_face/images/26_0_0_20170116192554607.jpg.chip.jpg,3,15-30,0,0,male,white,26,utk_face
41,data/utk_face/images/37_0_0_20170117130056233.jpg.chip.jpg,4,31-40,0,0,male,white,37,utk_face
19714,data/utk_face/images/55_1_3_20170119192720664.jpg.chip.jpg,5,41-65,1,3,female,indian,55,utk_face
19765,data/utk_face/images/89_1_1_20170120230414826.jpg.chip.jpg,6,66-116,1,1,female,black,89,utk_face
20199,data/utk_face/images/9_0_0_20170110220312322.jpg.chip.jpg,2,7-14,0,0,male,white,9,utk_face
13268,data/utk_face/images/25_1_0_20170103183722595.jpg.chip.jpg,3,15-30,1,0,female,white,25,utk_face
20060,data/utk_face/images/19_0_4_20170117193404789.jpg.chip.jpg,3,15-30,0,4,male,other,19,utk_face
12046,data/utk_face/images/73_0_0_20170104213655621.jpg.chip.jpg,6,66-116,0,0,male,white,73,utk_face
20598,data/utk_face/images/80_0_0_20170111205921074.jpg.chip.jpg,6,66-116,0,0,male,white,80,utk_face
4151,data/utk_face/images/25_0_4_20170116003106425.jpg.chip.jpg,3,15-30,0,4,male,other,25,utk_face
12778,data/utk_face/images/62_0_1_20170120221526053.jpg.chip.jpg,5,41-65,0,1,male,black,62,utk_face
10100,data/utk_face/images/61_0_2_20170116193742399.jpg.chip.jpg,5,41-65,0,2,male,asian,61,utk_face
18756,data/utk_face/images/22_1_2_20170114033415747.jpg.chip.jpg,3,15-30,1,2,female,asian,22,utk_face
15689,data/utk_face/images/80_1_0_20170117175552763.jpg.chip.jpg,6,66-116,1,0,female,white,80,utk_face
13727,data/utk_face/images/4_1_4_20161221193356438.jpg.chip.jpg,1,3-6,1,4,female,other,4,utk_face
23329,data/utk_face/images/26_1_1_20170112213031047.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
127,data/utk_face/images/51_1_0_20170104205943165.jpg.chip.jpg,5,41-65,1,0,female,white,51,utk_face
20243,data/utk_face/images/74_0_0_20170111223743652.jpg.chip.jpg,6,66-116,0,0,male,white,74,utk_face
17229,data/utk_face/images/56_0_1_20170111211502304.jpg.chip.jpg,5,41-65,0,1,male,black,56,utk_face
13836,data/utk_face/images/21_1_3_20170104222111271.jpg.chip.jpg,3,15-30,1,3,female,indian,21,utk_face
3749,data/utk_face/images/39_1_0_20170105172637013.jpg.chip.jpg,4,31-40,1,0,female,white,39,utk_face
3004,data/utk_face/images/46_1_0_20170105172747597.jpg.chip.jpg,5,41-65,1,0,female,white,46,utk_face
7381,data/utk_face/images/37_0_0_20170109013120280.jpg.chip.jpg,4,31-40,0,0,male,white,37,utk_face
6342,data/utk_face/images/47_0_2_20170116184928912.jpg.chip.jpg,5,41-65,0,2,male,asian,47,utk_face
19766,data/utk_face/images/24_1_1_20170115235935017.jpg.chip.jpg,3,15-30,1,1,female,black,24,utk_face
16791,data/utk_face/images/33_0_4_20170104172529099.jpg.chip.jpg,4,31-40,0,4,male,other,33,utk_face
19185,data/utk_face/images/22_1_4_20170104005431327.jpg.chip.jpg,3,15-30,1,4,female,other,22,utk_face
20959,data/utk_face/images/36_1_0_20170105173107189.jpg.chip.jpg,4,31-40,1,0,female,white,36,utk_face
23234,data/utk_face/images/27_0_2_20170116184844591.jpg.chip.jpg,3,15-30,0,2,male,asian,27,utk_face
15525,data/utk_face/images/3_1_0_20170109193833863.jpg.chip.jpg,1,3-6,1,0,female,white,3,utk_face
1459,data/utk_face/images/15_1_4_20170103201201509.jpg.chip.jpg,3,15-30,1,4,female,other,15,utk_face
1827,data/utk_face/images/60_0_3_20170119205210630.jpg.chip.jpg,5,41-65,0,3,male,indian,60,utk_face
15821,data/utk_face/images/36_0_4_20170117203436206.jpg.chip.jpg,4,31-40,0,4,male,other,36,utk_face
17618,data/utk_face/images/58_0_0_20170117173108249.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
7126,data/utk_face/images/26_0_3_20170116232725357.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
23300,data/utk_face/images/28_0_3_20170119194457163.jpg.chip.jpg,3,15-30,0,3,male,indian,28,utk_face
18205,data/utk_face/images/2_0_2_20161219191202354.jpg.chip.jpg,0,0-2,0,2,male,asian,2,utk_face
4234,data/utk_face/images/26_1_1_20170116023936147.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
352,data/utk_face/images/1_1_1_20170103210044250.jpg.chip.jpg,0,0-2,1,1,female,black,1,utk_face
3604,data/utk_face/images/27_0_2_20170104011250152.jpg.chip.jpg,3,15-30,0,2,male,asian,27,utk_face
22367,data/utk_face/images/23_1_3_20170104231753450.jpg.chip.jpg,3,15-30,1,3,female,indian,23,utk_face
6701,data/utk_face/images/50_0_2_20170116173533123.jpg.chip.jpg,5,41-65,0,2,male,asian,50,utk_face
16105,data/utk_face/images/60_0_3_20170117191722050.jpg.chip.jpg,5,41-65,0,3,male,indian,60,utk_face
13386,data/utk_face/images/25_1_3_20170117151139179.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
20159,data/utk_face/images/63_0_1_20170117194942794.jpg.chip.jpg,5,41-65,0,1,male,black,63,utk_face
15761,data/utk_face/images/26_0_2_20170119184053318.jpg.chip.jpg,3,15-30,0,2,male,asian,26,utk_face
7132,data/utk_face/images/26_1_4_20170117201612869.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
22887,data/utk_face/images/27_0_1_20170114030833116.jpg.chip.jpg,3,15-30,0,1,male,black,27,utk_face
11312,data/utk_face/images/26_1_3_20170104235151882.jpg.chip.jpg,3,15-30,1,3,female,indian,26,utk_face
9734,data/utk_face/images/26_1_0_20170117170417131.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
1248,data/utk_face/images/31_0_1_20170116160725854.jpg.chip.jpg,4,31-40,0,1,male,black,31,utk_face
13005,data/utk_face/images/23_1_2_20170116163648817.jpg.chip.jpg,3,15-30,1,2,female,asian,23,utk_face
15832,data/utk_face/images/53_1_3_20170109133349734.jpg.chip.jpg,5,41-65,1,3,female,indian,53,utk_face
4931,data/utk_face/images/20_1_2_20170116163810477.jpg.chip.jpg,3,15-30,1,2,female,asian,20,utk_face
7660,data/utk_face/images/24_0_0_20170116213539070.jpg.chip.jpg,3,15-30,0,0,male,white,24,utk_face
21763,data/utk_face/images/26_1_1_20170113134115794.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
3402,data/utk_face/images/67_1_0_20170110152820302.jpg.chip.jpg,6,66-116,1,0,female,white,67,utk_face
1886,data/utk_face/images/38_1_0_20170117154131675.jpg.chip.jpg,4,31-40,1,0,female,white,38,utk_face
4948,data/utk_face/images/38_1_4_20170109003326675.jpg.chip.jpg,4,31-40,1,4,female,other,38,utk_face
16702,data/utk_face/images/54_1_0_20170117191534338.jpg.chip.jpg,5,41-65,1,0,female,white,54,utk_face
8702,data/utk_face/images/1_0_4_20161221195039712.jpg.chip.jpg,0,0-2,0,4,male,other,1,utk_face
1915,data/utk_face/images/49_1_0_20170104204953660.jpg.chip.jpg,5,41-65,1,0,female,white,49,utk_face
18144,data/utk_face/images/26_0_1_20170116182136243.jpg.chip.jpg,3,15-30,0,1,male,black,26,utk_face
13335,data/utk_face/images/14_1_0_20170109204135732.jpg.chip.jpg,2,7-14,1,0,female,white,14,utk_face
20219,data/utk_face/images/82_0_2_20170112224626730.jpg.chip.jpg,6,66-116,0,2,male,asian,82,utk_face
22381,data/utk_face/images/40_0_0_20170104184142437.jpg.chip.jpg,4,31-40,0,0,male,white,40,utk_face
12596,data/utk_face/images/30_0_1_20170117202828582.jpg.chip.jpg,3,15-30,0,1,male,black,30,utk_face
22140,data/utk_face/images/36_1_1_20170113000341643.jpg.chip.jpg,4,31-40,1,1,female,black,36,utk_face
5604,data/utk_face/images/55_0_0_20170111203852863.jpg.chip.jpg,5,41-65,0,0,male,white,55,utk_face
3140,data/utk_face/images/56_0_0_20170111203922369.jpg.chip.jpg,5,41-65,0,0,male,white,56,utk_face
8222,data/utk_face/images/29_0_1_20170114030901209.jpg.chip.jpg,3,15-30,0,1,male,black,29,utk_face
12414,data/utk_face/images/5_1_0_20170109204908218.jpg.chip.jpg,1,3-6,1,0,female,white,5,utk_face
1232,data/utk_face/images/26_1_2_20170116184313292.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
3922,data/utk_face/images/15_0_0_20170116201342325.jpg.chip.jpg,3,15-30,0,0,male,white,15,utk_face
11441,data/utk_face/images/63_0_2_20170112223914372.jpg.chip.jpg,5,41-65,0,2,male,asian,63,utk_face
22608,data/utk_face/images/26_1_4_20170103224820592.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
16951,data/utk_face/images/51_0_3_20170119205613657.jpg.chip.jpg,5,41-65,0,3,male,indian,51,utk_face
8973,data/utk_face/images/25_1_3_20170119172028785.jpg.chip.jpg,3,15-30,1,3,female,indian,25,utk_face
2344,data/utk_face/images/59_0_0_20170111203940975.jpg.chip.jpg,5,41-65,0,0,male,white,59,utk_face
19492,data/utk_face/images/16_0_0_20170110232817061.jpg.chip.jpg,3,15-30,0,0,male,white,16,utk_face
4544,data/utk_face/images/16_0_0_20170110231221050.jpg.chip.jpg,3,15-30,0,0,male,white,16,utk_face
8256,data/utk_face/images/2_0_0_20170110213250253.jpg.chip.jpg,0,0-2,0,0,male,white,2,utk_face
9240,data/utk_face/images/20_0_1_20170116204110339.jpg.chip.jpg,3,15-30,0,1,male,black,20,utk_face
16291,data/utk_face/images/27_1_2_20170116165628229.jpg.chip.jpg,3,15-30,1,2,female,asian,27,utk_face
18233,data/utk_face/images/20_0_3_20170104214317461.jpg.chip.jpg,3,15-30,0,3,male,indian,20,utk_face
3399,data/utk_face/images/92_1_0_20170110175809576.jpg.chip.jpg,6,66-116,1,0,female,white,92,utk_face
10933,data/utk_face/images/21_1_3_20170104222114302.jpg.chip.jpg,3,15-30,1,3,female,indian,21,utk_face
5226,data/utk_face/images/2_1_4_20170103210746899.jpg.chip.jpg,0,0-2,1,4,female,other,2,utk_face
3790,data/utk_face/images/32_0_1_20170113151546423.jpg.chip.jpg,4,31-40,0,1,male,black,32,utk_face
3757,data/utk_face/images/34_1_1_20170116012236821.jpg.chip.jpg,4,31-40,1,1,female,black,34,utk_face
11175,data/utk_face/images/26_1_1_20170112212030764.jpg.chip.jpg,3,15-30,1,1,female,black,26,utk_face
19305,data/utk_face/images/26_1_0_20170117201342701.jpg.chip.jpg,3,15-30,1,0,female,white,26,utk_face
4882,data/utk_face/images/26_1_4_20170117201912672.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
23096,data/utk_face/images/67_1_0_20170110143329621.jpg.chip.jpg,6,66-116,1,0,female,white,67,utk_face
3439,data/utk_face/images/26_0_4_20170116192510762.jpg.chip.jpg,3,15-30,0,4,male,other,26,utk_face
7359,data/utk_face/images/58_0_0_20170117193250787.jpg.chip.jpg,5,41-65,0,0,male,white,58,utk_face
135,data/utk_face/images/3_0_2_20161219153035532.jpg.chip.jpg,1,3-6,0,2,male,asian,3,utk_face
15302,data/utk_face/images/26_0_3_20170117190118385.jpg.chip.jpg,3,15-30,0,3,male,indian,26,utk_face
22093,data/utk_face/images/1_1_4_20170103205134402.jpg.chip.jpg,0,0-2,1,4,female,other,1,utk_face
23272,data/utk_face/images/52_0_0_20170104184201550.jpg.chip.jpg,5,41-65,0,0,male,white,52,utk_face
314,data/utk_face/images/70_0_0_20170117160051432.jpg.chip.jpg,6,66-116,0,0,male,white,70,utk_face
3413,data/utk_face/images/26_1_4_20170117200442221.jpg.chip.jpg,3,15-30,1,4,female,other,26,utk_face
15946,data/utk_face/images/17_0_1_20170117183520064.jpg.chip.jpg,3,15-30,0,1,male,black,17,utk_face
21273,data/utk_face/images/40_0_4_20170116213431880.jpg.chip.jpg,4,31-40,0,4,male,other,40,utk_face
5404,data/utk_face/images/32_1_0_20170103182614674.jpg.chip.jpg,4,31-40,1,0,female,white,32,utk_face
1588,data/utk_face/images/26_1_2_20170104022244853.jpg.chip.jpg,3,15-30,1,2,female,asian,26,utk_face
20988,data/utk_face/images/18_1_4_20161221195815432.jpg.chip.jpg,3,15-30,1,4,female,other,18,utk_face
